,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
0,2021-05-13,'000001,上证指数,3429.5361,3448.0169,3418.3846,3432.138,3462.7513,-33.2152,-0.9592,319325327,356376917819.0
1,2021-05-12,'000001,上证指数,3462.7513,3466.3708,3428.3944,3429.7544,3441.8454,20.9059,0.6074,311444547,343860406433.0
2,2021-05-11,'000001,上证指数,3441.8454,3448.0959,3384.6966,3406.598,3427.9909,13.8545,0.4042,350934112,390326273820.0
3,2021-05-10,'000001,上证指数,3427.9909,3429.7359,3401.9346,3423.5896,3418.8741,9.1168,0.2667,374170884,399717549009.0
4,2021-05-07,'000001,上证指数,3418.8741,3457.8924,3416.7755,3446.407,3441.2826,-22.4085,-0.6512,353785389,411078841643.0
5,2021-05-06,'000001,上证指数,3441.2826,3471.2396,3426.8487,3446.0743,3446.8564,-5.5738,-0.1617,310424192,400525169566.0
6,2021-04-30,'000001,上证指数,3446.8564,3469.0872,3426.9023,3468.3022,3474.9011,-28.0447,-0.8071,312660354,401442334677.0
7,2021-04-29,'000001,上证指数,3474.9011,3478.2278,3447.5878,3458.0819,3457.0683,17.8328,0.5158,276631387,371611589911.0
8,2021-04-28,'000001,上证指数,3457.0683,3457.0683,3423.325,3432.1612,3442.6111,14.4572,0.4199,247381120,349669207298.0
9,2021-04-27,'000001,上证指数,3442.6111,3443.8538,3417.2647,3440.0911,3441.1658,1.4453,0.042,253032393,327046020018.0
10,2021-04-26,'000001,上证指数,3441.1658,3497.1208,3438.5724,3484.1072,3474.1659999999997,-33.0002,-0.9499,276970771,388161675554.0
11,2021-04-23,'000001,上证指数,3474.1659999999997,3482.3587,3456.3329,3462.0858,3465.1138,9.0522,0.2612,249360433,323015935280.0
12,2021-04-22,'000001,上证指数,3465.1138,3485.3585,3456.3156,3482.8328,3472.9298,-7.816,-0.2251,251114510,317081034873.0
13,2021-04-21,'000001,上证指数,3472.9298,3481.2511,3450.1113,3456.2991,3472.9427,-0.0129,-0.0004,253777859,323914146232.0
14,2021-04-20,'000001,上证指数,3472.9427,3494.2983,3463.4637,3467.1481,3477.5485,-4.6058,-0.1324,285300082,358982768198.0
15,2021-04-19,'000001,上证指数,3477.5485,3479.0099,3414.3564,3427.548,3426.6178,50.9307,1.4863,302735819,368472467524.0
16,2021-04-16,'000001,上证指数,3426.6178,3432.6286,3394.1344,3407.188,3398.9875,27.6303,0.8129,258579672,295951094705.0
17,2021-04-15,'000001,上证指数,3398.9875,3409.6139,3373.0939,3409.6139,3416.7212,-17.7337,-0.519,234005054,272569196767.0
18,2021-04-14,'000001,上证指数,3416.7212,3420.0278,3392.9751,3397.0209999999997,3396.47,20.2512,0.5962,233242327,269010070614.0
19,2021-04-13,'000001,上证指数,3396.47,3425.3945,3387.902,3411.2928,3412.9477,-16.4777,-0.4828,270626054,290539879926.0
20,2021-04-12,'000001,上证指数,3412.9477,3456.1581,3403.9012,3445.9696,3450.6772,-37.7295,-1.0934,309577239,338890339564.0
21,2021-04-09,'000001,上证指数,3450.6772,3475.4467,3442.1392,3475.4434,3482.5548,-31.8776,-0.9154,280085196,306422226254.0
22,2021-04-08,'000001,上证指数,3482.5548,3495.9086,3459.3246,3467.4871,3479.6256,2.9292,0.0842,331755329,348011326769.0
23,2021-04-07,'000001,上证指数,3479.6256,3483.4211,3453.1947,3483.4211,3482.9674,-3.3418,-0.0959,295786978,323650987028.0
24,2021-04-06,'000001,上证指数,3482.9674,3493.2806,3471.761,3491.6336,3484.3924,-1.425,-0.0409,234746671,286329672740.0
25,2021-04-02,'000001,上证指数,3484.3924,3487.5862,3462.8321,3472.6276,3466.3315,18.0609,0.521,262654873,317953200768.0
26,2021-04-01,'000001,上证指数,3466.3315,3470.0311,3438.8255,3444.8102,3441.9115,24.42,0.7095,275244295,292651912290.0
27,2021-03-31,'000001,上证指数,3441.9115,3452.2078,3420.8321,3452.2078,3456.6766,-14.7651,-0.4271,283049261,314174120172.0
28,2021-03-30,'000001,上证指数,3456.6766,3457.6345,3423.3154,3432.5288,3435.2958,21.3808,0.6224,285423081,331625651218.0
29,2021-03-29,'000001,上证指数,3435.2958,3449.8338,3409.8868,3429.6322,3418.3267,16.9691,0.4964,284824243,327944119662.0
30,2021-03-26,'000001,上证指数,3418.3267,3423.2231,3373.3171,3373.3171,3363.5915,54.7352,1.6273,274614987,322408619946.0
31,2021-03-25,'000001,上证指数,3363.5915,3382.2259999999997,3344.9695,3355.0706,3367.0606,-3.4691,-0.10300000000000001,270676097,290223442604.0
32,2021-03-24,'000001,上证指数,3367.0606,3415.2949,3362.1847,3394.1283,3411.5088,-44.4482,-1.3029,317398697,344800038246.0
33,2021-03-23,'000001,上证指数,3411.5088,3445.4159,3390.0477,3445.3408,3443.4392,-31.9304,-0.9273,326389409,343477167707.0
34,2021-03-22,'000001,上证指数,3443.4392,3443.6596,3404.2341,3406.1227,3404.6634,38.7758,1.1389,312559084,332535035841.0
35,2021-03-19,'000001,上证指数,3404.6634,3439.5236,3389.2929,3423.8733,3463.0681,-58.4047,-1.6865,309161716,339992292814.0
36,2021-03-18,'000001,上证指数,3463.0681,3478.1447,3449.3774,3449.6413,3445.5509,17.5172,0.5084,284403891,316529174116.0
37,2021-03-17,'000001,上证指数,3445.5509,3454.0562,3410.2815,3435.7319,3446.7334,-1.1825,-0.0343,280059818,306630472148.0
38,2021-03-16,'000001,上证指数,3446.7334,3448.8829,3406.1746,3424.6524,3419.9456,26.7878,0.7833,316668747,332388484730.0
39,2021-03-15,'000001,上证指数,3419.9456,3457.4892,3392.5089,3441.882,3453.0777,-33.1321,-0.9595,367813293,381646491324.0
40,2021-03-12,'000001,上证指数,3453.0777,3454.5064,3417.2389,3447.2033,3436.8313,16.2464,0.4727,358027035,381964281222.0
41,2021-03-11,'000001,上证指数,3436.8313,3436.8313,3369.9024,3369.9024,3357.7372,79.0941,2.3556,322112044,369805365528.0
42,2021-03-10,'000001,上证指数,3357.7372,3397.0251,3354.823,3389.8388,3359.292,-1.5548,-0.0463,299749166,339571691506.0
43,2021-03-09,'000001,上证指数,3359.292,3429.1503,3328.3119,3415.3391,3421.4141,-62.1221,-1.8157,407652539,456196190297.0
44,2021-03-08,'000001,上证指数,3421.4141,3542.3039,3421.2153,3524.9829999999997,3501.9867,-80.5726,-2.3008,387047954,453859203342.0
45,2021-03-05,'000001,上证指数,3501.9867,3523.5682,3456.6668,3463.3086,3503.4916,-1.5049,-0.043,356409223,408849901856.0
46,2021-03-04,'000001,上证指数,3503.4916,3552.2024,3487.3757,3546.6406,3576.9045,-73.4129,-2.0524,393616120,462233734231.0
47,2021-03-03,'000001,上证指数,3576.9045,3577.6218,3498.7192,3500.1576,3508.5912,68.3133,1.9469999999999998,347656846,415490345736.0
48,2021-03-02,'000001,上证指数,3508.5912,3566.8520000000003,3485.3635,3566.8520000000003,3551.3998,-42.8086,-1.2054,339830486,427680453058.0
49,2021-03-01,'000001,上证指数,3551.3998,3552.5665,3511.9888,3531.4802,3509.0804,42.3194,1.206,315487526,402477044217.0
50,2021-02-26,'000001,上证指数,3509.0804,3550.4055,3500.7036,3514.5648,3585.0458,-75.9654,-2.119,333280067,424485913919.0
51,2021-02-25,'000001,上证指数,3585.0458,3608.5568,3568.4735,3595.5424,3564.0799,20.9659,0.5883,366232299,444735017112.0
52,2021-02-24,'000001,上证指数,3564.0799,3645.6474,3531.5936,3638.9359,3636.3573,-72.2774,-1.9876,362158952,484430414620.0
53,2021-02-23,'000001,上证指数,3636.3573,3672.1511,3617.7013,3617.7013,3642.4449,-6.0876,-0.1671,398873174,479631810240.0
54,2021-02-22,'000001,上证指数,3642.4449,3717.2669,3642.4449,3707.1912,3696.1679999999997,-53.7231,-1.4535,488821478,599323102081.0
55,2021-02-19,'000001,上证指数,3696.1679999999997,3699.6502,3634.0149,3661.7834,3675.3571,20.8109,0.5662,361059804,484990205754.0
56,2021-02-18,'000001,上证指数,3675.3571,3731.687,3663.6637,3721.0865,3655.0879999999997,20.2691,0.5545,340309065,483546564601.0
57,2021-02-10,'000001,上证指数,3655.0879999999997,3662.7655,3612.5049,3612.6125,3603.489,51.599,1.4319,257940824,392643389630.0
58,2021-02-09,'000001,上证指数,3603.489,3604.0112,3528.6755,3539.7726,3532.4467,71.0423,2.0111,253821760,371567972461.0
59,2021-02-08,'000001,上证指数,3532.4467,3542.2075,3492.1286,3504.5631,3496.3329,36.1138,1.0329,249799619,359187319179.0
60,2021-02-05,'000001,上证指数,3496.3329,3536.5417,3492.9624,3509.4874,3501.8592,-5.5263,-0.1578,290146174,397391919558.0
61,2021-02-04,'000001,上证指数,3501.8592,3524.7219,3465.7706,3503.7785,3517.308,-15.4488,-0.4392,298834854,418742552802.0
62,2021-02-03,'000001,上证指数,3517.308,3544.0092,3508.5069,3531.1490000000003,3533.6849,-16.3769,-0.4635,297351716,413731471971.0
63,2021-02-02,'000001,上证指数,3533.6849,3535.502,3495.5681,3510.8084,3505.2836,28.4013,0.8102,264540630,384127851092.0
64,2021-02-01,'000001,上证指数,3505.2836,3506.3889,3469.875,3477.1715,3483.0692,22.2144,0.6378,277567901,371473066289.0
65,2021-01-29,'000001,上证指数,3483.0692,3531.5981,3446.5471,3521.7175,3505.1759,-22.1067,-0.6307,293662664,416528620977.0
66,2021-01-28,'000001,上证指数,3505.1759,3549.5440000000003,3496.8788,3534.6685,3573.3412,-68.1653,-1.9076,270862461,391574388027.0
67,2021-01-27,'000001,上证指数,3573.3412,3578.7968,3546.492,3567.5485,3569.429,3.9122,0.1096,264107161,396270389619.0
68,2021-01-26,'000001,上证指数,3569.429,3610.9686,3564.7415,3610.9686,3624.2381,-54.8091,-1.5123,278139884,436326664646.0
69,2021-01-25,'000001,上证指数,3624.2381,3637.1002,3591.0204,3605.3611,3606.7496,17.4885,0.4849,327341070,527257347653.0
70,2021-01-22,'000001,上证指数,3606.7496,3616.5401,3585.0339,3616.5401,3621.2641,-14.5145,-0.4008,324463084,485452192410.0
71,2021-01-21,'000001,上证指数,3621.2641,3636.2444,3585.8017,3590.9247,3583.092,38.1721,1.0653,327466995,469855226646.0
72,2021-01-20,'000001,上证指数,3583.092,3589.9624,3556.4425,3564.1209999999996,3566.3814,16.7106,0.4686,272271661,397144766184.0
73,2021-01-19,'000001,上证指数,3566.3814,3603.1477,3553.0236,3596.3564,3596.2237,-29.8423,-0.8298,323439541,467402582397.0
74,2021-01-18,'000001,上证指数,3596.2237,3608.7665,3544.2614,3554.7977,3566.3778,29.8459,0.8369,301652565,451740700450.0
75,2021-01-15,'000001,上证指数,3566.3778,3589.2655,3533.7882,3566.2847,3565.9046,0.4732,0.0133,324612744,480343780956.0
76,2021-01-14,'000001,上证指数,3565.9046,3599.0584,3559.6001,3584.9324,3598.6518,-32.7472,-0.91,347666819,511325103696.0
77,2021-01-13,'000001,上证指数,3598.6518,3622.3475,3575.5945,3613.281,3608.3389,-9.6871,-0.2685,388127791,554853439062.0
78,2021-01-12,'000001,上证指数,3608.3389,3608.3389,3517.4689,3518.0106,3531.4978,76.8411,2.1759,323406153,485771186331.0
79,2021-01-11,'000001,上证指数,3531.4978,3597.7022,3516.9862,3571.3212,3570.1082,-38.6104,-1.0815,362479154,526895927277.0
80,2021-01-08,'000001,上证指数,3570.1082,3588.0625,3544.8912,3577.6923,3576.2046,-6.0964,-0.1705,345557896,502170815614.0
81,2021-01-07,'000001,上证指数,3576.2046,3576.2046,3526.6174,3552.9087,3550.8767,25.3279,0.7133,405348226,545709628110.0
82,2021-01-06,'000001,上证指数,3550.8767,3556.8022,3513.1262,3530.9072,3528.6767,22.2,0.6291,370230926,521799529792.0
83,2021-01-05,'000001,上证指数,3528.6767,3528.6767,3484.7151,3492.1912,3502.9584,25.7183,0.7342,407995934,568019462188.0
84,2021-01-04,'000001,上证指数,3502.9584,3511.6554,3457.2061,3474.6793,3473.0693,29.8891,0.8606,380790800,523367700849.0
85,2020-12-31,'000001,上证指数,3473.0693,3474.9182,3419.7267,3419.7267,3414.4527,58.6166,1.7167,335673926,450482318884.0
86,2020-12-30,'000001,上证指数,3414.4527,3414.4539,3374.4156,3375.0086,3379.0362,35.4165,1.0481,291023543,377542350937.0
87,2020-12-29,'000001,上证指数,3379.0362,3407.0884,3376.0876,3399.2939,3397.2854,-18.2492,-0.5372,311769185,382102563807.0
88,2020-12-28,'000001,上证指数,3397.2854,3412.5193,3383.6540000000005,3396.3590000000004,3396.5626,0.7228,0.0213,316181542,398159968833.0
89,2020-12-25,'000001,上证指数,3396.5626,3397.0066,3348.3453,3351.7901,3363.1133,33.4493,0.9946,294546895,359094444683.0
90,2020-12-24,'000001,上证指数,3363.1133,3394.0746,3354.0215,3382.1929999999998,3382.3195,-19.2062,-0.5678,275044450,363321144328.0
91,2020-12-23,'000001,上证指数,3382.3195,3394.2089,3360.2019,3362.4721,3356.7822,25.5373,0.7608,299523527,413254779062.0
92,2020-12-22,'000001,上证指数,3356.7822,3415.7538,3353.8581,3410.9678,3420.5693,-63.7871,-1.8648,323037654,432199556488.0
93,2020-12-21,'000001,上证指数,3420.5693,3423.6088,3381.1158,3394.3945,3394.8959999999997,25.6733,0.7562,283759794,383898951602.0
94,2020-12-18,'000001,上证指数,3394.8959999999997,3413.8134,3382.7508,3400.4855,3404.8732,-9.9772,-0.293,280992641,354027376853.0
95,2020-12-17,'000001,上证指数,3404.8732,3406.1547,3354.0112,3367.277,3366.9832,37.89,1.1253,275463631,364740477233.0
96,2020-12-16,'000001,上证指数,3366.9832,3378.6626,3359.1705,3371.2632,3367.2326,-0.2494,-0.0074,220813976,308823385267.0
97,2020-12-15,'000001,上证指数,3367.2326,3373.5579,3348.4192,3366.5813,3369.1201,-1.8875,-0.055999999999999994,225667402,315289741293.0
98,2020-12-14,'000001,上证指数,3369.1201,3371.1291,3338.6263,3349.534,3347.191,21.9291,0.6551,239807926,316229132862.0
99,2020-12-11,'000001,上证指数,3347.191,3383.1783,3325.172,3381.008,3373.2758,-26.0848,-0.7733,298617158,379848803591.0
100,2020-12-10,'000001,上证指数,3373.2758,3384.8875,3357.7531,3365.7309999999998,3371.9640000000004,1.3118,0.0389,247308304,321616357219.0
101,2020-12-09,'000001,上证指数,3371.9640000000004,3422.5359999999996,3371.9156,3416.0782,3410.1771,-38.2131,-1.1206,260747424,339317806321.0
102,2020-12-08,'000001,上证指数,3410.1771,3428.6618,3403.0263,3417.6936,3416.6037,-6.4266,-0.1881,226907328,304635033510.0
103,2020-12-07,'000001,上证指数,3416.6037,3449.5782,3414.3142,3446.6478,3444.5814,-27.9777,-0.8122,254522508,336836800332.0
104,2020-12-04,'000001,上证指数,3444.5814,3448.4036,3417.0484,3436.7291,3442.1359,2.4455,0.071,256276705,329393208345.0
105,2020-12-03,'000001,上证指数,3442.1359,3452.1612,3428.8044,3448.5403,3449.3805,-7.2446,-0.21,298459930,352422286605.0
106,2020-12-02,'000001,上证指数,3449.3805,3465.7288,3435.8712,3453.5181,3451.9384,-2.5579,-0.0741,312811114,383340845066.0
107,2020-12-01,'000001,上证指数,3451.9384,3457.6354,3386.9113,3388.9867,3391.7551,60.1833,1.7744,316188980,385250751317.0
108,2020-11-30,'000001,上证指数,3391.7551,3456.7365,3391.7551,3418.1583,3408.3071,-16.552,-0.4856,384989968,454500571790.0
109,2020-11-27,'000001,上证指数,3408.3071,3408.3071,3364.4919,3373.8434,3369.7334,38.5737,1.1447,280649894,326069547158.0
110,2020-11-26,'000001,上证指数,3369.7334,3371.4537,3344.2822,3360.0609,3362.3274,7.406000000000001,0.2203,255886822,317308635000.0
111,2020-11-25,'000001,上证指数,3362.3274,3423.4853,3362.3274,3417.515,3402.8225,-40.4951,-1.19,322110207,383477785170.0
112,2020-11-24,'000001,上证指数,3402.8225,3413.9263,3396.2436,3407.4087,3414.4899,-11.6674,-0.3417,300994144,359505804880.0
113,2020-11-23,'000001,上证指数,3414.4899,3431.6529,3377.9862,3384.1039,3377.7267,36.7632,1.0884,373872047,431504375645.0
114,2020-11-20,'000001,上证指数,3377.7267,3380.1489,3356.3086,3359.5966,3363.0876,14.6391,0.4353,261271219,312659789107.0
115,2020-11-19,'000001,上证指数,3363.0876,3367.3328,3330.4496,3339.0864,3347.3034,15.7842,0.4715,253262992,319520194520.0
116,2020-11-18,'000001,上证指数,3347.3034,3358.8938,3333.9916,3337.3315,3339.895,7.4084,0.2218,287531259,358745367425.0
117,2020-11-17,'000001,上证指数,3339.895,3347.6979,3323.9506,3347.1513,3346.9692,-7.0742,-0.2114,283632479,353623369912.0
118,2020-11-16,'000001,上证指数,3346.9692,3346.9692,3313.6469,3325.6209,3310.1046,36.8646,1.1137,279593761,333750600125.0
119,2020-11-13,'000001,上证指数,3310.1046,3327.2293,3291.6425,3327.2293,3338.6788,-28.5742,-0.8559,227898364,301527966899.0
120,2020-11-12,'000001,上证指数,3338.6788,3350.2848,3329.485,3344.4562,3342.2025,-3.5237,-0.1054,216501309,286927436429.0
121,2020-11-11,'000001,上证指数,3342.2025,3365.836,3339.0407,3354.0247,3360.1485,-17.945999999999998,-0.5341,271204653,355802065547.0
122,2020-11-10,'000001,上证指数,3360.1485,3387.6219,3346.1715,3387.6219,3373.7337,-13.5852,-0.4027,278701113,390008391730.0
123,2020-11-09,'000001,上证指数,3373.7337,3380.8235,3329.4285,3329.4285,3312.159,61.5747,1.8591,310219771,429948921890.0
124,2020-11-06,'000001,上证指数,3312.159,3326.4645,3292.1507,3326.4645,3320.1333,-7.9743,-0.2402,234864132,325485056731.0
125,2020-11-05,'000001,上证指数,3320.1333,3320.408,3291.6,3305.5798,3277.4402,42.6931,1.3026,226801462,316292709979.0
126,2020-11-04,'000001,上证指数,3277.4402,3286.6212,3254.1113,3273.4326,3271.0744,6.3658,0.1946,188514128,270723846522.0
127,2020-11-03,'000001,上证指数,3271.0744,3278.3806,3237.8539,3239.8063,3225.1196,45.9548,1.4249,215297864,303730147810.0
128,2020-11-02,'000001,上证指数,3225.1196,3242.8041,3209.9094,3228.715,3224.5325,0.5871,0.0182,226779137,325321869127.0
129,2020-10-30,'000001,上证指数,3224.5325,3279.8563,3219.4216,3278.6312,3272.7274,-48.1949,-1.4726,230188803,328917241625.0
130,2020-10-29,'000001,上证指数,3272.7274,3289.7655,3231.1243,3235.7647,3269.238,3.4894,0.1067,184703589,278605665230.0
131,2020-10-28,'000001,上证指数,3269.238,3275.8714,3238.382,3256.2225,3254.3157,14.9223,0.4585,173181965,256213458182.0
132,2020-10-27,'000001,上证指数,3254.3157,3258.3369,3235.5443,3240.7395,3251.1188,3.1969,0.0983,149115566,217487420944.0
133,2020-10-26,'000001,上证指数,3251.1188,3264.4464,3226.6018,3258.7028,3277.9972,-26.8784,-0.82,167731795,235462468393.0
134,2020-10-23,'000001,上证指数,3277.9972,3326.0489,3276.6197,3308.1581,3312.5005,-34.5033,-1.0416,174208982,249912883288.0
135,2020-10-22,'000001,上证指数,3312.5005,3320.8787,3281.3662,3315.8206,3325.0247,-12.5242,-0.3767,165949987,236428248945.0
136,2020-10-21,'000001,上证指数,3325.0247,3332.147,3304.1693,3332.147,3328.1029,-3.0782,-0.0925,177632115,246848139010.0
137,2020-10-20,'000001,上证指数,3328.1029,3328.1029,3293.7662,3307.1498,3312.6671,15.4358,0.466,165084762,227823367094.0
138,2020-10-19,'000001,上证指数,3312.6671,3371.0862,3307.8407,3351.0961,3336.3582,-23.6911,-0.7101,212303540,283882790191.0
139,2020-10-16,'000001,上证指数,3336.3582,3348.9543,3319.11,3334.4568,3332.1832,4.175,0.1253,194295421,253448029477.0
140,2020-10-15,'000001,上证指数,3332.1832,3354.5784,3330.0014,3342.9222,3340.7782,-8.595,-0.2573,191031282,263848674025.0
141,2020-10-14,'000001,上证指数,3340.7782,3353.6247,3332.9635,3353.6247,3359.7499,-18.9717,-0.5647,198659382,281159984705.0
142,2020-10-13,'000001,上证指数,3359.7499,3361.8315,3334.4989,3353.1213,3358.4652,1.2847,0.0383,204926103,288505837528.0
143,2020-10-12,'000001,上证指数,3358.4652,3359.1526,3286.1111,3287.3281,3272.0762,86.389,2.6402,259622408,355700113687.0
144,2020-10-09,'000001,上证指数,3272.0762,3280.5124,3260.1873,3262.6105,3218.0521,54.0241,1.6788,188325648,264171043763.0
145,2020-09-30,'000001,上证指数,3218.0521,3244.9134,3202.3435,3232.7104,3224.3593,-6.3072,-0.1956,153504457,205762857294.0
146,2020-09-29,'000001,上证指数,3224.3593,3242.7937,3219.7902,3231.8551,3217.5346,6.8247,0.2121,151349870,207307813844.0
147,2020-09-28,'000001,上证指数,3217.5346,3238.1825,3210.8925,3224.9769,3219.4179,-1.8833,-0.0585,155982783,209672387617.0
148,2020-09-25,'000001,上证指数,3219.4179,3239.4662,3208.0349,3234.3739,3223.1764,-3.7585,-0.1166,164822419,220674476958.0
149,2020-09-24,'000001,上证指数,3223.1764,3265.3451,3221.2365,3262.8790000000004,3279.7105,-56.5341,-1.7238,206736011,258259919724.0
150,2020-09-23,'000001,上证指数,3279.7105,3289.7624,3264.8907,3278.8358,3274.3015,5.409,0.1652,169178068,240742428787.0
151,2020-09-22,'000001,上证指数,3274.3015,3320.2278,3265.7025,3290.6656,3316.9351,-42.6336,-1.2853,214015065,269113293656.0
152,2020-09-21,'000001,上证指数,3316.9351,3350.5893,3313.0714,3348.8988,3338.0897,-21.1546,-0.6337,216503093,287691308071.0
153,2020-09-18,'000001,上证指数,3338.0897,3338.3243,3268.526,3270.9109999999996,3270.435,67.6547,2.0687,256260788,337025892904.0
154,2020-09-17,'000001,上证指数,3270.435,3290.4094,3248.4990000000003,3277.3238,3283.9244,-13.4894,-0.4108,202931972,279311053428.0
155,2020-09-16,'000001,上证指数,3283.9244,3302.4556,3271.075,3293.1678,3295.6795,-11.7551,-0.3567,200443364,242270893454.0
156,2020-09-15,'000001,上证指数,3295.6795,3297.6904,3263.7522,3277.1284,3278.8138,16.8657,0.5144,197684400,251763868534.0
157,2020-09-14,'000001,上证指数,3278.8138,3283.5325,3261.1479,3275.9181,3260.3461,18.4677,0.5664,213924137,269219919654.0
158,2020-09-11,'000001,上证指数,3260.3461,3262.4976,3220.5363,3225.7836,3234.8234,25.5227,0.789,221698830,254844994260.0
159,2020-09-10,'000001,上证指数,3234.8234,3285.4731,3227.6435,3282.232,3254.6279,-19.8045,-0.6085,312472804,309676743626.0
160,2020-09-09,'000001,上证指数,3254.6279,3289.6148,3238.5606,3280.9974,3316.417,-61.7891,-1.8631,351509747,341054534059.0
161,2020-09-08,'000001,上证指数,3316.417,3324.3929,3276.4431,3301.2173,3292.5907,23.8263,0.7236,271066278,320229901328.0
162,2020-09-07,'000001,上证指数,3292.5907,3368.2446,3285.6326,3349.9184,3355.3666,-62.7759,-1.8709,260616567,357726463915.0
163,2020-09-04,'000001,上证指数,3355.3666,3360.1061,3328.5518,3336.4076,3384.9806,-29.614,-0.8749,221636550,308179657649.0
164,2020-09-03,'000001,上证指数,3384.9806,3425.6294,3374.2634,3404.0319,3404.8017,-19.8211,-0.5822,255346279,350706563900.0
165,2020-09-02,'000001,上证指数,3404.8017,3421.3959,3377.2111,3420.4693,3410.6068,-5.8051,-0.1702,261546319,345638982330.0
166,2020-09-01,'000001,上证指数,3410.6068,3410.6068,3381.7108,3389.7424,3395.6775,14.9293,0.4397,246999249,326850955348.0
167,2020-08-31,'000001,上证指数,3395.6775,3442.7363,3395.4675,3416.5497,3403.8066,-8.1291,-0.2388,323473890,436930125416.0
168,2020-08-28,'000001,上证指数,3403.8066,3405.8768,3339.6494,3346.2893,3350.1128,53.6938,1.6027,271325549,379367046371.0
169,2020-08-27,'000001,上证指数,3350.1128,3351.8324,3312.9859,3333.4909,3329.7388,20.374000000000002,0.6119,237099353,317153391524.0
170,2020-08-26,'000001,上证指数,3329.7388,3382.6032,3320.1355,3371.8083,3373.5781,-43.8393,-1.2995,294451036,381928906554.0
171,2020-08-25,'000001,上证指数,3373.5781,3408.8697,3364.1602,3392.8797,3385.6383,-12.0602,-0.3562,277113421,355997790768.0
172,2020-08-24,'000001,上证指数,3385.6383,3396.5663,3368.0258,3391.1132,3380.6825,4.9558,0.1466,266227841,345683380015.0
173,2020-08-21,'000001,上证指数,3380.6825,3393.9175,3358.0005,3380.2269,3363.8988,16.7837,0.4989,287488340,361281752665.0
174,2020-08-20,'000001,上证指数,3363.8988,3394.5570000000002,3352.7767,3385.9645,3408.1288,-44.23,-1.2978,335600982,401815550096.0
175,2020-08-19,'000001,上证指数,3408.1288,3454.4613,3406.1642,3444.5646,3451.0894,-42.9606,-1.2448,405722214,498262158316.0
176,2020-08-18,'000001,上证指数,3451.0894,3456.7206,3432.6402,3441.9337,3438.801,12.2884,0.3573,380729275,493052155326.0
177,2020-08-17,'000001,上证指数,3438.801,3450.8987,3369.3742,3373.9018,3360.0988,78.7022,2.3423,434598260,537425075053.0
178,2020-08-14,'000001,上证指数,3360.0988,3362.0267,3302.7357,3315.6687,3320.7261,39.3727,1.1857,305998376,367467421740.0
179,2020-08-13,'000001,上证指数,3320.7261,3338.1518,3309.4629,3328.1754,3319.2656,1.4605,0.044000000000000004,324291278,387162288598.0
180,2020-08-12,'000001,上证指数,3319.2656,3335.7290000000003,3263.2653,3327.4929,3340.29,-21.0244,-0.6294,378328959,480731246078.0
181,2020-08-11,'000001,上证指数,3340.29,3409.0589,3336.0945,3379.4874,3379.2524,-38.9624,-1.153,400452706,514020764101.0
182,2020-08-10,'000001,上证指数,3379.2524,3399.9323,3335.0427,3341.5276,3354.0352,25.2172,0.7518,381379630,527083944585.0
183,2020-08-07,'000001,上证指数,3354.0352,3374.133,3307.7127,3370.5878,3386.4631,-32.4279,-0.9576,403929633,561435649550.0
184,2020-08-06,'000001,上证指数,3386.4631,3392.7048,3334.3341,3380.7621,3377.5648,8.8983,0.2635,415302510,570488248065.0
185,2020-08-05,'000001,上证指数,3377.5648,3383.6365,3333.877,3363.3324,3371.6875,5.8773,0.1743,385823027,526515054658.0
186,2020-08-04,'000001,上证指数,3371.6875,3391.0743,3352.5017,3376.4402,3367.9658,3.7217,0.1105,442328551,604942141521.0
187,2020-08-03,'000001,上证指数,3367.9658,3368.1028,3327.6773,3332.1826,3310.0065,57.9593,1.751,407460867,572430759825.0
188,2020-07-31,'000001,上证指数,3310.0065,3333.7859,3261.6135,3280.7959,3286.822,23.1845,0.7054,353758979,495778040702.0
189,2020-07-30,'000001,上证指数,3286.822,3312.4508,3282.1617,3299.5718,3294.5521,-7.7301,-0.2346,340704121,476974005609.0
190,2020-07-29,'000001,上证指数,3294.5521,3294.5521,3209.9902,3221.9883,3227.9604,66.5917,2.063,324924062,453094399516.0
191,2020-07-28,'000001,上证指数,3227.9604,3245.2967,3208.4939,3226.1329,3205.2268,22.7336,0.7093,289377861,389873696215.0
192,2020-07-27,'000001,上证指数,3205.2268,3221.9846,3174.6583,3210.3863,3196.7684,8.4584,0.2646,299319021,402231919289.0
193,2020-07-24,'000001,上证指数,3196.7684,3319.1268,3184.9645,3310.6449,3325.1102,-128.3418,-3.8598,427054026,584311865017.0
194,2020-07-23,'000001,上证指数,3325.1102,3336.3002,3257.8269,3306.1489,3333.1635,-8.0533,-0.2416,407042499,546887089708.0
195,2020-07-22,'000001,上证指数,3333.1635,3381.9757,3311.7862,3315.1816,3320.8947,12.2688,0.3694,393335335,540577040594.0
196,2020-07-21,'000001,上证指数,3320.8947,3336.6791,3300.5719,3330.5467,3314.1490000000003,6.7457,0.2035,359252029,488862180370.0
197,2020-07-20,'000001,上证指数,3314.1490000000003,3314.1490000000003,3220.684,3243.9105,3214.1287,100.0203,3.1119,418555306,544045656232.0
