"publishedDate","cveNumber","cveUrl","name","platform","family","impactId","impact","severityId","severity","knowledgeBaseId","knowledgeBaseUrl","monthlyKnowledgeBaseId","monthlyKnowledgeBaseUrl","downloadUrl","downloadTitle","monthlyDownloadUrl","monthlyDownloadTitle","articleTitle1","articleUrl1","downloadTitle1","downloadUrl1","doesRowOneHaveAtLeastOneArticleOrUrl","articleTitle2","articleUrl2","downloadTitle2","downloadUrl2","doesRowTwoHaveAtLeastOneArticleOrUrl","articleTitle3","articleUrl3","downloadTitle3","downloadUrl3","doesRowThreeHaveAtLeastOneArticleOrUr","articleTitle4","articleUrl4","downloadTitle4","downloadUrl4","doesRowFourHaveAtLeastOneArticleOrUrl","countOfRowsWithAtLeastOneArticleOrUrl"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows 10 Version 1607 for x64-based Systems","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565511","https://support.microsoft.com/help/4565511","Security Update","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565511","1","","","","","0","","","","","0","","","","","0","1"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows Server 2016","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565511","https://support.microsoft.com/help/4565511","Security Update","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565511","1","","","","","0","","","","","0","","","","","0","1"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows Server 2016  (Server Core installation)","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565511","https://support.microsoft.com/help/4565511","Security Update","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565511","1","","","","","0","","","","","0","","","","","0","1"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows 8.1 for 32-bit systems","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565541","https://support.microsoft.com/help/4565541","Monthly Rollup","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565541","1","4565540","https://support.microsoft.com/help/4565540","Security Only","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565540","1","","","","","0","","","","","0","2"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows 8.1 for x64-based systems","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565541","https://support.microsoft.com/help/4565541","Monthly Rollup","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565541","1","4565540","https://support.microsoft.com/help/4565540","Security Only","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565540","1","","","","","0","","","","","0","2"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows RT 8.1","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565541","https://support.microsoft.com/help/4565541","Monthly Rollup","","1","","","","","0","","","","","0","","","","","0","1"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows Server 2012","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565537","https://support.microsoft.com/help/4565537","Monthly Rollup","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565537","1","4565535","https://support.microsoft.com/help/4565535","Security Only","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565535","1","","","","","0","","","","","0","2"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows Server 2012 (Server Core installation)","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565537","https://support.microsoft.com/help/4565537","Monthly Rollup","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565537","1","4565535","https://support.microsoft.com/help/4565535","Security Only","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565535","1","","","","","0","","","","","0","2"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows Server 2012 R2","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565541","https://support.microsoft.com/help/4565541","Monthly Rollup","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565541","1","4565540","https://support.microsoft.com/help/4565540","Security Only","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565540","1","","","","","0","","","","","0","2"
"2020-07-14T07:00:00Z","CVE-2020-1249","https://portal.msrc.microsoft.com/zh-CN/security-guidance/advisory/CVE-2020-1249","Windows Server 2012 R2 (Server Core installation)","","Windows","100000002","Elevation of Privilege","100000001","Important","","","","","","","","","4565541","https://support.microsoft.com/help/4565541","Monthly Rollup","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565541","1","4565540","https://support.microsoft.com/help/4565540","Security Only","https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB4565540","1","","","","","0","","","","","0","2"
